date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:10	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2006:19:12%20GMT	http://ibrahimduniya.xyz/wp-includes/wlwmanifest.xml	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/wlwmanifest.xml	(from http://ibrahimduniya.xyz/)
19:20:10	78249/78249	---MCZ	200	added ('OK')	application/json	date:Wed,%2026%20Feb%202020%2013:20:18%20GMT	http://ibrahimduniya.xyz/wp-json/	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-json/index.html	(from http://ibrahimduniya.xyz/)
19:20:10	2316/2316	---MCZ	200	added ('OK')	application/json	date:Wed,%2026%20Feb%202020%2013:20:19%20GMT	http://ibrahimduniya.xyz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fibrahimduniya.xyz%2F	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-json/oembed/1.0/embedb714.json	(from http://ibrahimduniya.xyz/)
19:20:11	2448/2448	---MCZ	200	added ('OK')	text/xml	date:Wed,%2026%20Feb%202020%2013:20:20%20GMT	http://ibrahimduniya.xyz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fibrahimduniya.xyz%2F&format=xml	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-json/oembed/1.0/embed5ee9	(from http://ibrahimduniya.xyz/)
19:20:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Feb%202020%2013:20:20%20GMT	http://ibrahimduniya.xyz/%e2%80%9dhttp://ibrahimduniya.xyz/%e2%80%9d	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/%e2%80%9dhttp_/ibrahimduniya.xyz/%e2%80%9d	(from http://ibrahimduniya.xyz/)
19:20:13	7280/7280	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Wed,%2026%20Feb%202020%2013:20:21%20GMT	http://ibrahimduniya.xyz/%e2%80%9dhttp:/ibrahimduniya.xyz/%e2%80%9d	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/%e2%80%9dhttp_/ibrahimduniya.xyz/%e2%80%9d	(from http://ibrahimduniya.xyz/)
19:20:14	40116/40116	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202020%2013:20:22%20GMT	http://ibrahimduniya.xyz/about	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/about.html	(from http://ibrahimduniya.xyz/)
19:20:14	40376/40376	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202020%2013:20:23%20GMT	http://ibrahimduniya.xyz/my-skills	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/my-skills.html	(from http://ibrahimduniya.xyz/)
19:20:15	39503/39503	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202020%2013:20:24%20GMT	http://ibrahimduniya.xyz/my-experience	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/my-experience.html	(from http://ibrahimduniya.xyz/)
19:20:16	39602/39602	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202020%2013:20:24%20GMT	http://ibrahimduniya.xyz/my-qualification	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/my-qualification.html	(from http://ibrahimduniya.xyz/)
19:20:17	43438/43438	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202020%2013:20:25%20GMT	http://ibrahimduniya.xyz/blog	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/blog.html	(from http://ibrahimduniya.xyz/)
19:20:17	39891/39891	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202020%2013:20:26%20GMT	http://ibrahimduniya.xyz/get-in-touch	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/get-in-touch.html	(from http://ibrahimduniya.xyz/)
19:20:18	3913/3913	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202020%2013:20:26%20GMT	http://ibrahimduniya.xyz/cdn-cgi/l/email-protection	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/cdn-cgi/l/email-protection.html	(from http://ibrahimduniya.xyz/)
19:20:18	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4d0ade-4d7%22	http://ibrahimduniya.xyz/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from http://ibrahimduniya.xyz/)
19:20:19	41041/41041	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Feb%202020%2013:20:28%20GMT	http://ibrahimduniya.xyz/js/jquery.vide.min.js	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/js/jquery.vide.min.js	(from http://ibrahimduniya.xyz/)
19:20:20	3931/3931	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:48:19%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/ui/core.mine899.js	(from http://ibrahimduniya.xyz/)
19:20:21	3142/3142	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:48:19%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/ui/mouse.mine899.js	(from http://ibrahimduniya.xyz/)
19:20:21	6838/6838	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:48:19%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/ui/widget.mine899.js	(from http://ibrahimduniya.xyz/)
19:20:21	18403/18403	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:48:19%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/ui/resizable.min.js?ver=1.11.4	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/ui/resizable.mine899.js	(from http://ibrahimduniya.xyz/)
19:20:22	7217/7217	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:48:19%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/ui/button.min.js?ver=1.11.4	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/ui/button.mine899.js	(from http://ibrahimduniya.xyz/)
19:20:22	18847/18847	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:48:19%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/ui/draggable.min.js?ver=1.11.4	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/ui/draggable.mine899.js	(from http://ibrahimduniya.xyz/)
19:20:23	6482/6482	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:48:19%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/ui/position.mine899.js	(from http://ibrahimduniya.xyz/)
19:20:23	12098/12098	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:48:19%20GMT	http://ibrahimduniya.xyz/wp-includes/js/jquery/ui/dialog.min.js?ver=1.11.4	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/jquery/ui/dialog.mine899.js	(from http://ibrahimduniya.xyz/)
19:20:24	126608/126608	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2008:20:18%20GMT	http://ibrahimduniya.xyz/wp-content/uploads/2019/07/pic-2.jpg	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/uploads/2019/07/pic-2.jpg	(from http://ibrahimduniya.xyz/)
19:20:25	2385/2385	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2007:48:19%20GMT	http://ibrahimduniya.xyz/wp-includes/js/comment-reply.min.js?ver=5.3.2	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-includes/js/comment-reply.min9dff.js	(from http://ibrahimduniya.xyz/)
19:20:28	261/261	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Feb%202020%2013:20:34%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper	(from http://ibrahimduniya.xyz/)
19:20:28	886358/886358	---MCZ	200	added ('OK')	text/css	date:Sun,%2002%20Dec%202018%2003:13:10%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/style.css	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/style.css	(from http://ibrahimduniya.xyz/)
19:20:28	18908/18908	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2001%20Dec%202018%2014:55:42%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.1.1	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min3c21.js	(from http://ibrahimduniya.xyz/)
19:20:29	0/0	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2026%20Feb%202020%2013:20:37%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/index.html	(from http://ibrahimduniya.xyz/)
19:20:29	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4d0ade-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from http://ibrahimduniya.xyz/)
19:20:30	1017/1017	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/images/general/icons/close-icon-2.png	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/images/general/icons/close-icon-2.png	(from http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/crp-main-front.css?ver=5.3.2)
19:20:30	199968/199968	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202017%2011:35:34%20GMT	http://ibrahimduniya.xyz/wp-content/themes/Newspaper/js/tagdiv_theme.min.js?ver=7.8.1	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/themes/Newspaper/js/tagdiv_theme.mind03b.js	(from http://ibrahimduniya.xyz/)
19:20:35	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.eot?v=4.3.0	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.eot	(from http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.3.2)
19:20:40	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.eot?	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfontd41d.eot	(from http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.3.2)
19:20:40	56780/56780	---M--	200	added ('OK')	font/woff2	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.woff2	(from http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.3.2)
19:20:44	71508/71508	---M--	200	added ('OK')	font/woff	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.woff?v=4.3.0	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.woff	(from http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.3.2)
19:20:45	1972/1972	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/lightgallery/fonts/Slide-icons.eot	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/lightgallery/fonts/Slide-icons.eot	(from http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/lightgallery/lightgallery.css?ver=5.3.2)
19:20:45	313398/313398	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.svg?v=4.3.0	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.svg	(from http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.3.2)
19:20:46	4976/4976	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/owl-carousel/assets/owl.video.play.png	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/owl-carousel/assets/owl.video.play.png	(from http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/owl-carousel/assets/owl.carousel.css?ver=5.3.2)
19:20:47	122092/122092	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2007%20Sep%202019%2008:13:51%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.ttf	(from http://ibrahimduniya.xyz/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.3.2)
19:20:54	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfont.eot?v=4.3.0	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfonte0a5.eot	(from http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fontawesome/font-awesome.css?ver=5.3.2)
19:20:56	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfont.eot?	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfontd41d.eot	(from http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fontawesome/font-awesome.css?ver=5.3.2)
19:20:56	56780/56780	---M--	200	added ('OK')	font/woff2	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfonte0a5.woff2	(from http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fontawesome/font-awesome.css?ver=5.3.2)
19:20:58	71508/71508	---M--	200	added ('OK')	font/woff	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfont.woff?v=4.3.0	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfonte0a5.woff	(from http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fontawesome/font-awesome.css?ver=5.3.2)
19:21:00	313398/313398	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfont.svg?v=4.3.0	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fonts/fontawesome-webfonte0a5.svg	(from http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/fontawesome/font-awesome.css?ver=5.3.2)
19:21:00	1017/1017	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/images/general/icons/close-icon-2.png	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/images/general/icons/close-icon-2.png	(from http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/gks-main-front.css?ver=5.3.2)
19:21:00	4976/4976	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/viewer/owl-carousel/assets/owl.video.play.png	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/viewer/owl-carousel/assets/owl.video.play.png	(from http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/viewer/owl-carousel/assets/owl.carousel.css?ver=5.3.2)
19:21:02	5391/5391	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/images/general/youtube-play.png	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/images/general/youtube-play.png	(from http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/gks-main-front.css?ver=5.3.2)
19:21:02	8785/8785	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jan%202020%2007:49:32%20GMT	http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/images/general/video-play.png	C:/Users/Dot%20Com%20cOMPUTE/Desktop/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/Md%20Farhan%20Al%20Masud-%20Web%20Designer%20&%20Developer/ibrahimduniya.xyz/wp-content/plugins/yoo-slider/images/general/video-play.png	(from http://ibrahimduniya.xyz/wp-content/plugins/yoo-slider/css/gks-main-front.css?ver=5.3.2)
